BNCC_Indice,BNCC_Codigo,BNCC_Eixo,BNCC_Objetivo,BNCC_Exemplos,Curriculo_Indice,Curriculo_Codigo,Curriculo_Eixo,Curriculo_Objetivo,Curriculo_Exemplos,Similaridade,Similaridade_Percentual,Nota_Corte_Usada,Busca_Adaptativa,Data_Analise
21,(EF03CO08),CULTURA DIGITAL,(EF03CO08) Usar ferramentas computacionais em situações didáticas para se expressar em diferentes formatos digitais.,"O objetivo desta habilidade é que o aluno possa explorar diversas ferramentas computacionais como jogos educacionais, programas de animação, ferramentas de desenho dentre outros, expressar ideias.",688,(EF15LP07),LÍNGUA PORTUGUESA,"(EF15LP07) Editar a versão final do texto, em colaboração com os colegas e com a ajuda do professor, ilustrando, quando for o caso, em suporte adequado, manual ou digital.","O foco da habilidade incide sobre os cuidados com a circulação/publicação do texto em suportes impressos ou digitais. Editar, nesse caso, consiste em dar os toques finais à versão final de um texto produzido no que diz respeito à sua estruturação e também nos elementos que o rodeiam, seja em suporte manual ou digital.",0.6801017,68.0%,68.0%,Sim,2025-09-04 14:20:06
22,(EF03CO09),CULTURA DIGITAL,(EF03CO09) Reconhecer o potencial impacto do compartilhamento de informações pessoais ou de seus pares em meio digital.,"A proposta nesta habilidade é que o aluno possa identificar alguns dos principais impactos de compartilhar informações pessoais com colegas ou pessoas em meio digital, como por exemplo endereço, nomes das pessoas da família, onde estuda, onde mora. Essas informações podem ser utilizadas por pessoas de forma mal-intencionadas, quando os alunos trocam informações online por celular, computador ou até mesmo quando estão jogando na internet.",899,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.7323438,73.2%,73.0%,Sim,2025-09-04 14:20:06
22,(EF03CO09),CULTURA DIGITAL,(EF03CO09) Reconhecer o potencial impacto do compartilhamento de informações pessoais ou de seus pares em meio digital.,"A proposta nesta habilidade é que o aluno possa identificar alguns dos principais impactos de compartilhar informações pessoais com colegas ou pessoas em meio digital, como por exemplo endereço, nomes das pessoas da família, onde estuda, onde mora. Essas informações podem ser utilizadas por pessoas de forma mal-intencionadas, quando os alunos trocam informações online por celular, computador ou até mesmo quando estão jogando na internet.",900,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.7323438,73.2%,73.0%,Sim,2025-09-04 14:20:06
22,(EF03CO09),CULTURA DIGITAL,(EF03CO09) Reconhecer o potencial impacto do compartilhamento de informações pessoais ou de seus pares em meio digital.,"A proposta nesta habilidade é que o aluno possa identificar alguns dos principais impactos de compartilhar informações pessoais com colegas ou pessoas em meio digital, como por exemplo endereço, nomes das pessoas da família, onde estuda, onde mora. Essas informações podem ser utilizadas por pessoas de forma mal-intencionadas, quando os alunos trocam informações online por celular, computador ou até mesmo quando estão jogando na internet.",901,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.7323438,73.2%,73.0%,Sim,2025-09-04 14:20:06
23,(EF04CO01),PENSAMENTO COMPUTACIONAL,"(EF04CO01) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de matrizes que estabelecem uma organização na qual cada componente está em uma posição definida por coordenadas, fazendo manipulações simples sobre estas representações.","Informações podem ser organizadas em estruturas, denominadas estruturas de dados. Essas estruturas permitem uma melhor compreensão e também facilitam a manipulação das informações. Uma estrutura de dados esconde a particularidade de diferentes informações, permitindo que sejam vistas como objetos únicos, ou seja, é uma forma de abstração. Matrizes são um tipo de estrutura de dados organizadas em linhas e colunas assim como as tabelas. As matrizes possuem um tamanho pré-definido e todos os dados que fazem parte da estrutura são do mesmo tipo. Um dado específico é acessado em uma matriz através de coordenadas (x,y) que indicam a linha e a coluna em que esse se localiza. Matrizes compostas de uma única linha são denominadas vetores. A ideia aqui é que os alunos consigam identificar objetos estruturados no mundo real que possam ser caracterizados como matrizes e usem algum tipo de representação (podendo ser visual) para ilustrá-los. Além disso, devem realizar manipulações simples sobre essas representações
como recuperar e alterar informações nas matrizes. Exemplos de objetos que podem ser caracterizados como matrizes: tabuleiro de batalha naval, tabuleiro de xadrez, caixa de ovos, organização de classes em uma sala, janelas na fachada de um prédio etc.",162,(EF01MA22X),MATEMÁTICA,"(EF01MA22X) Realizar pesquisa, envolvendo até duas variáveis categóricas de seu interesse e universo de até 30 elementos, e organizar dados por meio de representações pessoais com a ajuda do professor,","As variáveis categóricas ou qualitativas são aquelas que não são expressas numericamente, ou seja a resposta à pergunta  não é um número,  mas um nome como cor dos olhos, preferência por um time de futebol,  preferência por uma marca de automóvel, preferência musical, entre outras. A realização da pesquisa acontece a partir de procedimentos tais como identificar uma questão a ser respondida, desenvolver procedimentos que vão da escolha da população investigada a procedimentos de coleta, organização e publicação dos dados da pesquisa; e, finalmente, responder à questão inicial. Assim, por exemplo, analisar qual é a preferência dos alunos da classe por sorvete de chocolate ou de limão, envolve fazer uma pesquisa, organizar os dados e construir uma representação para finalmente responder à questão, indicando quantos preferem mais um sabor que o outro.",0.77169514,77.2%,77.0%,Sim,2025-09-04 14:20:06
24,(EF04CO02),PENSAMENTO COMPUTACIONAL,"(EF04CO02) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de registros que estabelecem uma organização na qual cada componente é identificado por um nome, fazendo manipulações sobre estas representações.","Informações podem ser organizadas em estruturas, denominadas estruturas de dados. Essas estruturas permitem uma melhor compreensão e também facilitam a manipulação das informações. Uma estrutura de dados esconde a particularidade de diferentes informações, permitindo que sejam vistas como objetos únicos, ou seja, é uma forma de abstração. Registros, que são agrupamentos de informações, são um tipo de estrutura de dados que possui um tamanho prédefinido e os dados agrupados podem ser de diferentes tipos. Uma informação específica de um registro é acessada através de um identificador (ou nome) associado a ela. A ideia aqui é que os alunos consigam identificar objetos estruturados no mundo real que possam ser caracterizados como registros e usem algum tipo de representação (podendo ser visual) para ilustrá-los. Além disso, devem realizar manipulações simples sobre essas representações como recuperar e alterar informações nos registros. Exemplos de objetos que podem ser caracterizados como registros: carteira de estudante, boletim, ficha de cadastro de aluno, descrição de qualquer objeto/pessoa (escolhendo um conjunto de atributos) etc.",535,(EF15LP07),LÍNGUA PORTUGUESA,"(EF15LP07) Editar a versão final do texto, em colaboração com os colegas e com a ajuda do professor, ilustrando, quando for o caso, em suporte adequado, manual ou digital.","O foco da habilidade incide sobre os cuidados com a circulação/publicação do texto em suportes impressos ou digitais. Editar, nesse caso, consiste em dar os toques finais à versão final de um texto produzido no que diz respeito à sua estruturação e também nos elementos que o rodeiam, seja em suporte manual ou digital. Pode-se, ainda, pensar em critérios como o suporte em jogo, os recursos e as ferramentas de edição a serem utilizados, o grau de autonomia do estudante na realização da tarefa etc que envolvam o uso de ferramentas digitais.O foco da habilidade incide sobre os cuidados com a circulação/publicação do texto em suportes impressos ou digitais. ",0.76472884,76.5%,76.0%,Sim,2025-09-04 14:20:06
24,(EF04CO02),PENSAMENTO COMPUTACIONAL,"(EF04CO02) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de registros que estabelecem uma organização na qual cada componente é identificado por um nome, fazendo manipulações sobre estas representações.","Informações podem ser organizadas em estruturas, denominadas estruturas de dados. Essas estruturas permitem uma melhor compreensão e também facilitam a manipulação das informações. Uma estrutura de dados esconde a particularidade de diferentes informações, permitindo que sejam vistas como objetos únicos, ou seja, é uma forma de abstração. Registros, que são agrupamentos de informações, são um tipo de estrutura de dados que possui um tamanho prédefinido e os dados agrupados podem ser de diferentes tipos. Uma informação específica de um registro é acessada através de um identificador (ou nome) associado a ela. A ideia aqui é que os alunos consigam identificar objetos estruturados no mundo real que possam ser caracterizados como registros e usem algum tipo de representação (podendo ser visual) para ilustrá-los. Além disso, devem realizar manipulações simples sobre essas representações como recuperar e alterar informações nos registros. Exemplos de objetos que podem ser caracterizados como registros: carteira de estudante, boletim, ficha de cadastro de aluno, descrição de qualquer objeto/pessoa (escolhendo um conjunto de atributos) etc.",270,(EF02LP23),LÍNGUA PORTUGUESA," (EF02LP23) Planejar e produzir, com certa autonomia, pequenos registros de observação de resultados de pesquisa, coerentes com um tema investigado.","A habilidade prevê a organização de informações coletadas por meio de uma pesquisa sobre determinado assunto. Além de focar no planejamento e na produção de textos do campo das práticas de estudo e pesquisa. Nesse sentido, é essencial ensinar os estudantes a pesquisar, elaborando as perguntas para as quais desejam encontrar respostas, indicando fontes seguras e alertando para as possíveis informações incorretas ou falsas. É preciso ensinar a tomar notas dessas informações, comparar informações encontradas em diferentes fontes para, então, com base nelas, organizar os registros com os resultados obtidos. Como os estudantes ainda estão concluindo o processo de alfabetização, a complexidade desse trabalho de pesquisa e de registro dos resultados deve respeitar seus limites. No entanto, é essencial que eles compreendam o que significa pesquisar e quais ações e processos estão envolvidos nessa tarefa, desde a elaboração das perguntas até o registro e a partilha dos resultados. ",0.76131505,76.1%,76.0%,Sim,2025-09-04 14:20:06
25,(EF04CO03),PENSAMENTO COMPUTACIONAL,"(EF04CO03) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências e repetições simples e aninhadas (iterações definidas e indefinidas), para resolver problemas de forma independente e em colaboração.","Os algoritmos aqui devem ser descritos através de sequências de instruções que podem ser repetidas. As repetições, aqui, podem ser aninhadas, isto é, um ciclo de repetição pode conter outro.",522,(EF15LP12),LÍNGUA PORTUGUESA,"(EF15LP12) Atribuir significado a aspectos não linguísticos (paralinguísticos) observados na fala, como direção do olhar, riso, gestos, movimentos da cabeça (de concordância ou discordância), expressão corporal, tom de voz.","A habilidade envolve o reconhecimento e a análise das expressões corporais associadas à fala, com o objetivo de determinar seu papel na construção dos sentidos dos textos orais. Pode-se prever o estudo de diversas situações de comunicação oral no que se refere aos recursos paralinguísticos, de modo a: a) analisar os efeitos de sentido produzidos por eles;                                                                                                                                                                     b) reconhecer a adequação (ou não) das escolhas do locutor;                                                                                                                                                                           c) constituir um repertório de recursos possíveis de serem utilizados;                                                                                                                                         d) selecionar os recursos mais adequados às intenções de significação do discurso a ser produzido.                                                                                    É interessante, do ponto de vista da progressão, prever uma trajetória que vá do trabalho coletivo em colaboração até aproximar-se do autônomo.                                                                                                                                          ",0.7604648,76.0%,76.0%,Sim,2025-09-04 14:20:06
25,(EF04CO03),PENSAMENTO COMPUTACIONAL,"(EF04CO03) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências e repetições simples e aninhadas (iterações definidas e indefinidas), para resolver problemas de forma independente e em colaboração.","Os algoritmos aqui devem ser descritos através de sequências de instruções que podem ser repetidas. As repetições, aqui, podem ser aninhadas, isto é, um ciclo de repetição pode conter outro.",911,(EF35LP31),LÍNGUA PORTUGUESA,"(EF35LP31) Identificar, em textos versificados, efeitos de sentido decorrentes do uso de recursos rítmicos e sonoros e de metáforas.","Esta é uma habilidade que refere-se ao processo de leitura e estudo de textos poéticos — reconhecer recursos linguísticos e discursivos que constituem os gêneros mencionados. Seu desenvolvimento demanda o recurso a práticas de oralização dos textos mencionados, sem o que os aspectos relacionados à sonoridade e ao ritmo não podem ser observados. É importante que o seu desenvolvimento venha associado a atividades colaborativas de leitura, oralização e análise. Convém, portanto, que a mediação do professor e o envolvimento sistemático do estudante em práticas de leitura e escrita sejam contemplados nos dois primeiros anos. A progressão pode apoiarse no grau de complexidade dos gêneros e/ou textos poéticos programados para o estudo e pelo nível de autonomia a ser atingido pelo estudante a cada etapa do trabalho.",0.76045346,76.0%,76.0%,Sim,2025-09-04 14:20:06
26,(EF04CO04),MUNDO DIGITAL,"(EF04CO04) Entender que para guardar, manipular e transmitir dados deve-se codificá-los de alguma forma que seja compreendida pela máquina (formato digital).","Um processador é formado por circuitos eletrônicos que operam apenas em dois níveis de tensão. Por isso, o sistema binário (0 e 1) é o sistema de numeração usado para codificação em formato digital. Isso implica que para que um computador possa guardar, manipular e transmitir dados, precisamos codificá-los utilizando diferentes estratégias.",535,(EF15LP07),LÍNGUA PORTUGUESA,"(EF15LP07) Editar a versão final do texto, em colaboração com os colegas e com a ajuda do professor, ilustrando, quando for o caso, em suporte adequado, manual ou digital.","O foco da habilidade incide sobre os cuidados com a circulação/publicação do texto em suportes impressos ou digitais. Editar, nesse caso, consiste em dar os toques finais à versão final de um texto produzido no que diz respeito à sua estruturação e também nos elementos que o rodeiam, seja em suporte manual ou digital. Pode-se, ainda, pensar em critérios como o suporte em jogo, os recursos e as ferramentas de edição a serem utilizados, o grau de autonomia do estudante na realização da tarefa etc que envolvam o uso de ferramentas digitais.O foco da habilidade incide sobre os cuidados com a circulação/publicação do texto em suportes impressos ou digitais. ",0.69036996,69.0%,69.0%,Sim,2025-09-04 14:20:06
27,(EF04CO05),MUNDO DIGITAL,"(EF04CO05) Codificar diferentes informações para representação em computador (binária, ASCII, atributos de pixel, como RGB etc.).",Existem diferentes estratégias de representação em formato digital para diferentes tipos de informação. Conhecê-las é um passo importante para o desenvolvimento de algoritmos que trabalhem com tipos diferentes de informação.,688,(EF15LP07),LÍNGUA PORTUGUESA,"(EF15LP07) Editar a versão final do texto, em colaboração com os colegas e com a ajuda do professor, ilustrando, quando for o caso, em suporte adequado, manual ou digital.","O foco da habilidade incide sobre os cuidados com a circulação/publicação do texto em suportes impressos ou digitais. Editar, nesse caso, consiste em dar os toques finais à versão final de um texto produzido no que diz respeito à sua estruturação e também nos elementos que o rodeiam, seja em suporte manual ou digital.",0.6709751,67.1%,67.0%,Sim,2025-09-04 14:20:06
28,(EF04CO06),CULTURA DIGITAL,"(EF04CO06) Usar diferentes ferramentas computacionais para criação de conteúdo (textos, apresentações, vídeos etc.).","O objetivo desta habilidade é que o aluno possa explorar diversas ferramentas computacionais como editor de texto, editor de imagem, editor de apresentações, programa de história em quadrinhos, animação dentre outros, para produzir conteúdo em projetos, atividades diversas.",899,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.6809884,68.1%,68.0%,Sim,2025-09-04 14:20:06
28,(EF04CO06),CULTURA DIGITAL,"(EF04CO06) Usar diferentes ferramentas computacionais para criação de conteúdo (textos, apresentações, vídeos etc.).","O objetivo desta habilidade é que o aluno possa explorar diversas ferramentas computacionais como editor de texto, editor de imagem, editor de apresentações, programa de história em quadrinhos, animação dentre outros, para produzir conteúdo em projetos, atividades diversas.",900,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.6809884,68.1%,68.0%,Sim,2025-09-04 14:20:06
28,(EF04CO06),CULTURA DIGITAL,"(EF04CO06) Usar diferentes ferramentas computacionais para criação de conteúdo (textos, apresentações, vídeos etc.).","O objetivo desta habilidade é que o aluno possa explorar diversas ferramentas computacionais como editor de texto, editor de imagem, editor de apresentações, programa de história em quadrinhos, animação dentre outros, para produzir conteúdo em projetos, atividades diversas.",901,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.6809884,68.1%,68.0%,Sim,2025-09-04 14:20:06
29,(EF04CO07),CULTURA DIGITAL,"(EF04CO07) Demonstrar postura ética nas atividades de coleta, transferência, guarda e uso de dados.","Propõe-se que o aluno reflita sobre aspectos éticos relacionados a manipulação de dados, como por exemplo quando assiste e faz download, compartilha uma imagem, dentre outros.",146,(EF01CI04),CIÊNCIAS,"(EF01CI04) Comparar características físicas entre os colegas, reconhecendo a diversidade e a importância da valorização, do acolhimento e do respeito às diferenças.","Sugere-se que o aluno, ao descrever as partes que compõem o corpo humano, ressalte características como cor da pele, dos olhos, do cabelo, altura e tipo físico. Pode-se complementar o desenvolvimento da habilidade por meio do reconhecimento do corpo em outros modelos representativos da cultura local, como bonecos, pinturas, fotografias, entre outros e levá-lo ao conhecimento que ocorrem modificações no funcionamento do corpo em função do crescimento e desenvolvimento; e mais mostrar as diferenças externas do corpo humano infantil (masculino e feminino), bem como as características físicas de cada um, pautando as abordagens no disurso do respeito às diferenças.",0.5809815,58.1%,58.0%,Sim,2025-09-04 14:20:06
30,(EF04CO08),CULTURA DIGITAL,(EF04CO08) Reconhecer a importância de verificar a confiabilidade das fontes de informações obtidas na Internet.,"Nesta habilidade espera-se que os alunos possam reconhecer que, ao se obter informações na Internet, é preciso identificar as suas fontes e se elas são seguras e a informação é confiável.",899,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.67236733,67.2%,67.0%,Sim,2025-09-04 14:20:06
30,(EF04CO08),CULTURA DIGITAL,(EF04CO08) Reconhecer a importância de verificar a confiabilidade das fontes de informações obtidas na Internet.,"Nesta habilidade espera-se que os alunos possam reconhecer que, ao se obter informações na Internet, é preciso identificar as suas fontes e se elas são seguras e a informação é confiável.",900,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.67236733,67.2%,67.0%,Sim,2025-09-04 14:20:06
30,(EF04CO08),CULTURA DIGITAL,(EF04CO08) Reconhecer a importância de verificar a confiabilidade das fontes de informações obtidas na Internet.,"Nesta habilidade espera-se que os alunos possam reconhecer que, ao se obter informações na Internet, é preciso identificar as suas fontes e se elas são seguras e a informação é confiável.",901,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.67236733,67.2%,67.0%,Sim,2025-09-04 14:20:06
31,(EF05CO01),PENSAMENTO COMPUTACIONAL,"(EF05CO01) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de listas que estabelecem uma organização na qual há um número variável de itens dispostos em sequência, fazendo manipulações simples sobre estas representações.","Listas são estruturas de dados que agrupam itens organizados logicamente em sequência e não possuem tamanho pré-definido, o que permite resolver problemas com diferentes quantidades de elementos, como no caso de uma fila de pessoas em um caixa, cujo gerenciamento segue o mesmo algoritmo independentemente do tamanho da fila; no mundo real, diversos objetos podem ser caracterizados como listas, como filas de pessoas, pilhas de cartas, listas de compras, pilhas de pratos, relação de alunos de uma turma ou sequência de notas musicais, e sobre essas representações é possível realizar manipulações simples, como recuperar, alterar ou inserir informações, sendo útil também representá-las de forma visual para facilitar a compreensão de sua estrutura e funcionamento.",578,(EF03MA28),MATEMÁTICA,"(EF03MA28) Realizar pesquisa envolvendo variáveis categóricas em um universo de até 50 elementos, organizar os dados coletados utilizando listas, tabelas simples ou de dupla entrada e representá-los em gráficos de colunas simples, com ou sem uso de tecnologias digitais.","A realização da pesquisa acontece a partir de procedimentos tais como identificar um problema a ser respondido e desenvolver procedimentos que vão da escolha da população investigada a procedimentos de coleta, organização e publicação dos dados da pesquisa e da resolução do problema investigado. Logo, o professor pode partir do levantamento de temas vivenciados pelos alunos, por exemplo, a observação do número de dias ensolarados, o número de faltas de alunos durante um mês, a coleta de opinião de outras pessoas a respeito de um determinado fato, o levantamento do local de origem da família, entre outros contextos que são adequados para o desenvolvimento de procedimentos de pesquisa estatística. Neste ano, a ampliação em relação ao ano anterior está na escolha de uma amostra maior de pessoas e na utilização da tecnologia para tabular e representar dados da pesquisa.",0.76065403,76.1%,76.0%,Sim,2025-09-04 14:20:06
32,(EF05CO02),PENSAMENTO COMPUTACIONAL,"(EF05CO02) Reconhecer objetos do mundo real e digital que podem ser representados através de grafos que estabelecem uma organização com uma quantidade variável de vértices conectados por arestas, fazendo manipulações simples sobre estas representações.","Grafos são estruturas de dados utilizadas para representar relações entre objetos, descritos por vértices (objetos) e arestas (relações), sem tamanho pré-definido, o que possibilita resolver problemas de diferentes dimensões, como encontrar caminhos tanto em um mapa de uma região quanto em um mapa de um país; no cotidiano, muitos objetos podem ser caracterizados como grafos, como mapas, redes sociais, a própria internet, redes de computadores, árvores genealógicas ou chaveamentos de campeonatos, sendo possível representá-los de forma visual para melhor compreensão, além de realizar manipulações simples como recuperar informações ou identificar caminhos entre vértices.",951,(EF05MA17),MATEMÁTICA,"(EF05MA17) Reconhecer, nomear e comparar polígonos, considerando  lados, vértices e ângulos, e desenhá-los, utilizando material de desenho ou tecnologias digitais.","Reconhecer, nomear e comparar polígonos implica na explicitação das principais características de cada polígono, considerando a quantidade de vértices, arestas e ângulos. Compreende também que as representações de desenho em malhas, fazem parte das aprendizagens dos estudantes associadas à habilidade. Merecem cuidado os registros por escrito das características das figuras em estudo, bem como o desenho utilizando material de desenho ou tecnologias digitais e a utilização de linguagem geométrica em aula.",0.71140504,71.1%,71.0%,Sim,2025-09-04 14:20:06
