bncc_indice,bncc_codigo,bncc_objetivo,curriculo_indice,curriculo_codigo,similaridade
118,(EI03EF09ME03),"(EI03EF09ME03) Escrever o primeiro nome em situações em que isso é necessário, sem auxílio da ficha.",120,(EI03EF09ME05),0.96120673
118,(EI03EF09ME03),"(EI03EF09ME03) Escrever o primeiro nome em situações em que isso é necessário, sem auxílio da ficha.",117,(EI03EF09ME02),0.95999384
118,(EI03EF09ME03),"(EI03EF09ME03) Escrever o primeiro nome em situações em que isso é necessário, sem auxílio da ficha.",116,(EI03EF09ME01),0.9536203
119,(EI03EF09ME04),"(EI03EF09ME04) Escrever o próprio nome (completo), em situações em que isso é necessário (sem o auxílio da ficha). (até o final do 2º SEMESTRE)",119,(EI03EF09ME04),0.9999999
119,(EI03EF09ME04),"(EI03EF09ME04) Escrever o próprio nome (completo), em situações em que isso é necessário (sem o auxílio da ficha). (até o final do 2º SEMESTRE)",116,(EI03EF09ME01),0.96960264
119,(EI03EF09ME04),"(EI03EF09ME04) Escrever o próprio nome (completo), em situações em que isso é necessário (sem o auxílio da ficha). (até o final do 2º SEMESTRE)",120,(EI03EF09ME05),0.9656593
119,(EI03EF09ME04),"(EI03EF09ME04) Escrever o próprio nome (completo), em situações em que isso é necessário (sem o auxílio da ficha). (até o final do 2º SEMESTRE)",118,(EI03EF09ME03),0.9652053
120,(EI03EF09ME05),"(EI03EF09ME05) Identificar, traçar e nomear todas as letras do alfabeto; estabelecendo relações entre o fonema (som) e o grafema (letra).",120,(EI03EF09ME05),1.0000002
120,(EI03EF09ME05),"(EI03EF09ME05) Identificar, traçar e nomear todas as letras do alfabeto; estabelecendo relações entre o fonema (som) e o grafema (letra).",121,(EI03EF09ME06),0.9688346
120,(EI03EF09ME05),"(EI03EF09ME05) Identificar, traçar e nomear todas as letras do alfabeto; estabelecendo relações entre o fonema (som) e o grafema (letra).",122,(EI03EF09ME07),0.9679967
120,(EI03EF09ME05),"(EI03EF09ME05) Identificar, traçar e nomear todas as letras do alfabeto; estabelecendo relações entre o fonema (som) e o grafema (letra).",119,(EI03EF09ME04),0.9656593
120,(EI03EF09ME05),"(EI03EF09ME05) Identificar, traçar e nomear todas as letras do alfabeto; estabelecendo relações entre o fonema (som) e o grafema (letra).",118,(EI03EF09ME03),0.96120673
120,(EI03EF09ME05),"(EI03EF09ME05) Identificar, traçar e nomear todas as letras do alfabeto; estabelecendo relações entre o fonema (som) e o grafema (letra).",116,(EI03EF09ME01),0.95550275
121,(EI03EF09ME06),"(EI03EF09ME06) Analisar fonética e graficamente as palavras (número de letras/sílabas, letra inicial/final).",121,(EI03EF09ME06),1.0000002
121,(EI03EF09ME06),"(EI03EF09ME06) Analisar fonética e graficamente as palavras (número de letras/sílabas, letra inicial/final).",122,(EI03EF09ME07),0.976473
121,(EI03EF09ME06),"(EI03EF09ME06) Analisar fonética e graficamente as palavras (número de letras/sílabas, letra inicial/final).",120,(EI03EF09ME05),0.9688346
121,(EI03EF09ME06),"(EI03EF09ME06) Analisar fonética e graficamente as palavras (número de letras/sílabas, letra inicial/final).",118,(EI03EF09ME03),0.9615417
122,(EI03EF09ME07),(EI03EF09ME07) Comparar palavras identificando semelhanças e diferenças relacionadas à grafia e ao som.,122,(EI03EF09ME07),1.0000004
122,(EI03EF09ME07),(EI03EF09ME07) Comparar palavras identificando semelhanças e diferenças relacionadas à grafia e ao som.,121,(EI03EF09ME06),0.976473
122,(EI03EF09ME07),(EI03EF09ME07) Comparar palavras identificando semelhanças e diferenças relacionadas à grafia e ao som.,120,(EI03EF09ME05),0.9679967
122,(EI03EF09ME07),(EI03EF09ME07) Comparar palavras identificando semelhanças e diferenças relacionadas à grafia e ao som.,118,(EI03EF09ME03),0.9664
123,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",123,(EI03ET01),1.0000004
123,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",125,(EI03ET01ME02),0.9740758
123,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",124,(EI03ET01ME01),0.97097254
124,(EI03ET01ME01),"(EI03ET01ME01) Representar e nomear as propriedades dos objetos, como formas, cor, tamanho, espessura e textura.",124,(EI03ET01ME01),0.9999999
124,(EI03ET01ME01),"(EI03ET01ME01) Representar e nomear as propriedades dos objetos, como formas, cor, tamanho, espessura e textura.",123,(EI03ET01),0.97097254
124,(EI03ET01ME01),"(EI03ET01ME01) Representar e nomear as propriedades dos objetos, como formas, cor, tamanho, espessura e textura.",125,(EI03ET01ME02),0.9617672
125,(EI03ET01ME02),(EI03ET01ME02) Estabelecer relações entre partes e todo.,125,(EI03ET01ME02),0.9999999
125,(EI03ET01ME02),(EI03ET01ME02) Estabelecer relações entre partes e todo.,123,(EI03ET01),0.9740758
125,(EI03ET01ME02),(EI03ET01ME02) Estabelecer relações entre partes e todo.,124,(EI03ET01ME01),0.9617672
126,(EI03ET02),"(EI03ET02) Observar e descrever mudanças em diferentes materiais, resultantes de ações sobre eles, em experimentos envolvendo fenômenos naturais e artificiais.",126,(EI03ET02),1.0000002
127,(EI03ET02ME01),"(EI03ET02ME01) Construir noções de conservação de quantidades contínuas e descontínuas, observando que as quantidades só alteram quando acrescentamos ou retiramos alguma coisa.",127,(EI03ET02ME01),1.0
128,(EI03ET02ME02),"(EI03ET02ME02) Vivenciar situações e experiências que envolvam misturas, transformações, gravidades.",128,(EI03ET02ME02),0.99999994
129,(EI03ET03),"(EI03ET03)  Identificar e selecionar  fontes  de  informações,  para  responder  a questões sobre a natureza, seus fenômenos, sua conservação.",129,(EI03ET03),1.0
129,(EI03ET03),"(EI03ET03)  Identificar e selecionar  fontes  de  informações,  para  responder  a questões sobre a natureza, seus fenômenos, sua conservação.",130,(EI03ET03ME01),0.9540577
130,(EI03ET03ME01),(EI03ET03ME01) Participar em atividades de manutenção e preservação dos espaços coletivos e do meio ambiente.,130,(EI03ET03ME01),1.0
130,(EI03ET03ME01),(EI03ET03ME01) Participar em atividades de manutenção e preservação dos espaços coletivos e do meio ambiente.,129,(EI03ET03),0.9540577
131,(EI03ET04),"(EI03ET04) Registrar observações, manipulações e medidas, usando múltiplas linguagens (desenho, registro por números ou escrita espontânea), em diferentes suportes.",131,(EI03ET04),1.0000001
132,(EI03ET04ME01),"(EI03ET04ME01) Explicitar e representar a posição de pessoas e objetos, utilizando vocabulário pertinente nos jogos, nas brincadeiras e nas diversas situações nas quais as crianças considerem necessária essa ação.",132,(EI03ET04ME01),1.0000001
133,(EI03ET05),(EI03ET05) Classificar objetos e figuras de acordo com suas semelhanças e diferenças.,133,(EI03ET05),1.0000001
133,(EI03ET05),(EI03ET05) Classificar objetos e figuras de acordo com suas semelhanças e diferenças.,134,(EI03ET05ME01),0.9643123
134,(EI03ET05ME01),"(EI03ET05ME01) Classificar objetos e figuras de acordo com suas semelhanças e diferenças (tamanho, peso, cor, forma etc.), verbalizando o critério adotado, sem ajuda do professor.",134,(EI03ET05ME01),1.0
134,(EI03ET05ME01),"(EI03ET05ME01) Classificar objetos e figuras de acordo com suas semelhanças e diferenças (tamanho, peso, cor, forma etc.), verbalizando o critério adotado, sem ajuda do professor.",133,(EI03ET05),0.9643123
135,(EI03ET06),"(EI03ET06) Relatar fatos importantes sobre seu nascimento e desenvolvimento, a história dos seus familiares e da sua comunidade.",135,(EI03ET06),1.0000002
135,(EI03ET06),"(EI03ET06) Relatar fatos importantes sobre seu nascimento e desenvolvimento, a história dos seus familiares e da sua comunidade.",136,(EI03ET06ME01),0.97849023
136,(EI03ET06ME01),(EI03ET06ME01) Ordenar fatos de histórias e acontecimentos do dia-a-dia.,136,(EI03ET06ME01),1.0
136,(EI03ET06ME01),(EI03ET06ME01) Ordenar fatos de histórias e acontecimentos do dia-a-dia.,135,(EI03ET06),0.97849023
137,(EI03ET07),"(EI03ET07) Relacionar números às suas respectivas quantidades e identificar o antes, o depois e o entre em uma sequência.",137,(EI03ET07),1.0000001
137,(EI03ET07),"(EI03ET07) Relacionar números às suas respectivas quantidades e identificar o antes, o depois e o entre em uma sequência.",139,(EI03ET0702),0.9802836
138,(EI03ET0701),(EI03ET0701) Iniciar o processo de representação simbólica das ideias de adição (juntar e acrescentar) e subtração (retirar e diminuir).,138,(EI03ET0701),1.0000002
139,(EI03ET0702),"(EI03ET0702) Relacionar números às suas respectivas quantidades e identificar o antes, o depois e o entre em uma sequência, pelo menos até 20.",139,(EI03ET0702),1.0000001
139,(EI03ET0702),"(EI03ET0702) Relacionar números às suas respectivas quantidades e identificar o antes, o depois e o entre em uma sequência, pelo menos até 20.",137,(EI03ET07),0.9802836
140,(EI03ET08),"(EI03ET08) Expressar medidas (massa, altura etc.), construindo gráficos básicos.",140,(EI03ET08),1.0000001
141,(EI03ET08ME01),"(EI03ET08ME01) Explicitar e representar a posição de pessoas e objetos, utilizando vocabulário pertinente nos jogos, nas brincadeiras e nas diversas situações nas quais as crianças considerem necessária essa ação.",141,(EI03ET08ME01),0.99999976
142,(EI03EO01),"(EI03EO01) Demonstrar empatia pelos outros, percebendo que as pessoas têm diferentes sentimentos, necessidades e maneiras de pensar e agir.",142,(EI03EO01),1.0
143,(EI03EO02),"(EI03EO02) Agir de maneira independente, com confiança em suas capacidades, reconhecendo suas conquistas e limitações.",143,(EI03EO02),1.0
144,(EI03EO03),"(EI03EO03) Ampliar as relações interpessoais, desenvolvendo atitudes de participação e cooperação.",144,(EI03EO03),1.0000004
144,(EI03EO03),"(EI03EO03) Ampliar as relações interpessoais, desenvolvendo atitudes de participação e cooperação.",68,(EI03EO03),0.95001435
145,(EI03EO04),(EI03EO04) Comunicar suas ideias   e   sentimentos   a pessoas e grupos diversos.,145,(EI03EO04),0.9999999
146,(EI03EO05),(EI03EO05) Demonstrar valorização das características de seu corpo e respeitar as características dos outros (crianças e adultos) com os quais convive.,146,(EI03EO05),1.0
147,(EI03EO06),(EI03EO06) Manifestar interesse e respeito por diferentes culturas e modos de vida.,147,(EI03EO06),1.0
147,(EI03EO06),(EI03EO06) Manifestar interesse e respeito por diferentes culturas e modos de vida.,148,(EI03EO06ME1),0.9526006
148,(EI03EO06ME1),"(EI03EO06ME1) Reconhecer que pertence a uma família, a um grupo, a uma escola e a uma comunidade.",148,(EI03EO06ME1),0.9999998
148,(EI03EO06ME1),"(EI03EO06ME1) Reconhecer que pertence a uma família, a um grupo, a uma escola e a uma comunidade.",147,(EI03EO06),0.9526006
149,(EI03EO07),(EI03EO07) Usar estratégias pautadas no respeito mútuo para lidar com conflitos nas interações com crianças e adultos.,149,(EI03EO07),0.9999999
149,(EI03EO07),(EI03EO07) Usar estratégias pautadas no respeito mútuo para lidar com conflitos nas interações com crianças e adultos.,73,(EI03EO07),0.96670026
150,(EI03TS01),"(EI03TS01) Utilizar sons produzidos por materiais, objetos e instrumentos musicais durante brincadeiras de faz de conta, encenações, criações musicais, festas.",150,(EI03TS01),1.0000001
150,(EI03TS01),"(EI03TS01) Utilizar sons produzidos por materiais, objetos e instrumentos musicais durante brincadeiras de faz de conta, encenações, criações musicais, festas.",153,(EI03TS01ME03),0.96321356
150,(EI03TS01),"(EI03TS01) Utilizar sons produzidos por materiais, objetos e instrumentos musicais durante brincadeiras de faz de conta, encenações, criações musicais, festas.",152,(EI03TS01ME02),0.9612129
150,(EI03TS01),"(EI03TS01) Utilizar sons produzidos por materiais, objetos e instrumentos musicais durante brincadeiras de faz de conta, encenações, criações musicais, festas.",151,(EI03TS01ME01),0.95747733
151,(EI03TS01ME01),"(EI03TS01ME01) Marcar ritmos diversos com chocalho, toquinhos de madeira e outros materiais.",151,(EI03TS01ME01),1.0000001
151,(EI03TS01ME01),"(EI03TS01ME01) Marcar ritmos diversos com chocalho, toquinhos de madeira e outros materiais.",152,(EI03TS01ME02),0.9776046
151,(EI03TS01ME01),"(EI03TS01ME01) Marcar ritmos diversos com chocalho, toquinhos de madeira e outros materiais.",153,(EI03TS01ME03),0.9752261
151,(EI03TS01ME01),"(EI03TS01ME01) Marcar ritmos diversos com chocalho, toquinhos de madeira e outros materiais.",150,(EI03TS01),0.95747733
152,(EI03TS01ME02),"(EI03TS01ME02) Apreciar obras musicais de diversos gêneros, estilos, épocas e culturas.",152,(EI03TS01ME02),1.0000002
152,(EI03TS01ME02),"(EI03TS01ME02) Apreciar obras musicais de diversos gêneros, estilos, épocas e culturas.",153,(EI03TS01ME03),0.98449004
152,(EI03TS01ME02),"(EI03TS01ME02) Apreciar obras musicais de diversos gêneros, estilos, épocas e culturas.",151,(EI03TS01ME01),0.9776046
152,(EI03TS01ME02),"(EI03TS01ME02) Apreciar obras musicais de diversos gêneros, estilos, épocas e culturas.",150,(EI03TS01),0.9612129
153,(EI03TS01ME03),(EI03TS01ME03) Experimentar instrumentos musicais convencionais e não convencionais e fazer uso deles.,153,(EI03TS01ME03),0.99999994
153,(EI03TS01ME03),(EI03TS01ME03) Experimentar instrumentos musicais convencionais e não convencionais e fazer uso deles.,152,(EI03TS01ME02),0.98449004
153,(EI03TS01ME03),(EI03TS01ME03) Experimentar instrumentos musicais convencionais e não convencionais e fazer uso deles.,151,(EI03TS01ME01),0.9752261
153,(EI03TS01ME03),(EI03TS01ME03) Experimentar instrumentos musicais convencionais e não convencionais e fazer uso deles.,150,(EI03TS01),0.96321356
154,(EI03TS02),"(EI03TS02) Expressar-se livremente por meio de desenho, pintura, colagem, dobradura e escultura, criando produções bidimensionais e tridimensionais.",154,(EI03TS02),1.0
155,(EI03TS01ME01),"(EI03TS01ME01) Marcar ritmos diversos com chocalho, toquinhos de madeira e outros materiais.",155,(EI03TS01ME01),0.9999999
155,(EI03TS01ME01),"(EI03TS01ME01) Marcar ritmos diversos com chocalho, toquinhos de madeira e outros materiais.",156,(EI03TS02ME02),0.96090984
156,(EI03TS02ME02),"(EI03TS02ME02) Produzir releituras de obras de arte observadas, com a intervenção da professora.",156,(EI03TS02ME02),1.0000002
156,(EI03TS02ME02),"(EI03TS02ME02) Produzir releituras de obras de arte observadas, com a intervenção da professora.",155,(EI03TS01ME01),0.96090984
157,(EI03TS03),"(EI03TS03) Reconhecer as qualidades do som (intensidade, duração, altura e timbre), utilizando-as em suas produções sonoras e ao ouvir músicas e sons.",157,(EI03TS03),0.99999976
157,(EI03TS03),"(EI03TS03) Reconhecer as qualidades do som (intensidade, duração, altura e timbre), utilizando-as em suas produções sonoras e ao ouvir músicas e sons.",81,(EI03TS03),0.95387083
158,(EI01CG01),"(EI01CG01) Movimentar as partes do corpo para exprimir corporalmente emoções, necessidades e desejos.",158,(EI01CG01),1.0
159,(EI01CG02),(EI01CG02) Experimentar as possibilidades corporais nas brincadeiras e interações em ambientes acolhedores e desafiantes,159,(EI01CG02),1.0000004
160,(EI01CG03),"(EI01CG03) Imitar gestos e mo-vimentos de outras crianças, a-dultos e animais.",160,(EI01CG03),1.0000001
161,(EI01CG04),(EI01CG04) Participar do cuidado do seu corpo e da promoção do seu bem-estar.,161,(EI01CG04),1.0
162,(EI01CG05),"(EI01CG05) Utilizar os movimentos de preensão, encaixe e lançamento, ampliando suas possibilidades de manuseio de diferentes materiais e objetos.",162,(EI01CG05),1.0000002
163,(EI01EF01),(EI01EF01) Reconhecer quando é chamado por seu nome e reconhecer os nomes de pessoas com quem convive.,163,(EI01EF01),0.99999994
164,(EI01EF02),(EI01EF02) Demonstrar interesse ao ouvir a leitura de poemas e a apresentação de músicas.,164,(EI01EF02),1.0000002
165,(EI01EF03),"(EI01EF03) Demonstrar interesse ao ouvir histórias lidas ou contadas, observando ilustrações e os movimentos de leitura do adulto-leitor (modo de segurar o portador e de virar as páginas).",165,(EI01EF03),0.9999999
166,(EI01EF04),"(EI01EF04) Reconhecer elementos das ilustrações de histórias, apontando-os, a pedido do adulto-leitor.",166,(EI01EF04),1.0000001
167,(EI01EF05),"(EI01EF05) Imitar as varia- ções de entonação e gestos realizados pelos adultos, ao ler histórias e ao cantar.",167,(EI01EF05),0.9999999
168,(EI01EF06),"(EI01EF06) Comunicar-se com outras pessoas usando movimentos, gestos, balbucios, fala e outras formas de expressão.",168,(EI01EF06),1.0
169,(EI01EF07),"(EI01EF07) Conhecer e manipular materiais impressos e audiovisuais em diferentes portadores (livro, revista, gibi, jornal, cartaz, CD, tablet etc.).",169,(EI01EF07),1.0000002
170,(EI01EF08),"(EI01EF08) Participar de situações de escuta de textos em diferentes gêneros textuais (poemas, fábulas, contos, receitas, quadrinhos, anúncios etc.).",170,(EI01EF08),1.0000001
171,(EI01EF09),(EI01EF09) Conhecer e manipular diferentes instrumentos e suportes de escrita.,171,(EI01EF09),1.0000001
172,(EI01ET01),"(EI01ET01) Explorar e descobrir as propriedades de objetos e materiais (odor, cor, sabor, temperatura).",172,(EI01ET01),1.0000002
173,(EI01ET02),"(EI01ET02) Explorar relações de causa e efeito (transbordar, tingir, misturar, mover e remover etc.) na interação com o mundo físico.",173,(EI01ET02),1.0000001
174,(EI01ET03),"(EI01ET03) Explorar o ambiente pela ação e observação, manipulando, experimentando e fazendo descobertas.",174,(EI01ET03),0.9999999
175,(EI01ET04),"(EI01ET04) Manipular, experimentar, arrumar e explorar o espaço por meio de experiências de deslocamentos de si e dos objetos.",175,(EI01ET04),0.9999998
176,(EI01ET05),(EI01ET05) Manipular materiais diversos e variados para comparar as diferenças e semelhanças entre eles.,176,(EI01ET05),1.0
177,(EI01ET06),"(EI01ET06) Vivenciar diferentes ritmos, velocidades e fluxos nas interações e brincadeiras (em danças, balanços, escorregadores etc.).",177,(EI01ET06),1.0000001
178,(EI01EO01),(EI01EO01) Perceber que suas ações têm efeitos nas outras crianças e nos adultos.,178,(EI01EO01),1.0
179,(EI01EO02),(EI01EO02) Perceber as possibilidades e os limites de seu corpo nas brincadeiras e interações das quais participa.,179,(EI01EO02),1.0000001
180,(EI01EO03),"(EI01EO03) Interagir com crianças da mesma faixa etária e adultos ao explorar espaços, materiais, objetos e brinquedos.",180,(EI01EO03),1.0000002
181,(EI01EO04),"(EI01EO04) Comunicar necessidades, desejos e emoções, utilizando gestos, balbucios, palavras.",181,(EI01EO04),1.0
182,(EI01EO05: Recon...),"EI01EO05: Reconhecer seu corpo e expressar suas sensações em momentos de alimentação, higiene, brincadeira e descanso.",182,(EI01EO05: Recon...),1.0000002
183,(EI01EO06),"(EI01EO06) Interagir com outras crianças da mesma faixa etária e adultos, adaptando-se ao convívio social.",183,(EI01EO06),1.0
184,(EI01TS01),(EI01TS01) Explorar sons produzidos com o próprio corpo e com objetos do ambiente.,184,(EI01TS01),1.0000001
185,(EI01TS02),"(EI01TS02) Traçar marcas gráficas, em diferentes suportes, usando instrumentos riscantes e tintas.",185,(EI01TS02),0.99999976
186,(EI01TS03),"(EI01TS03) Explorar diferentes fontes sonoras e materiais para acompanhar brincadeiras cantadas, canções, músicas e melodias.",186,(EI01TS03),1.0
187,(EI02CG01),(EI02CG01) Apropriar-se de gestos e movimentos de sua cultura no cuidado de si e nos jogos e brincadeiras.,187,(EI02CG01),1.0000002
188,(EI02CG02),"(EI02CG02) Deslocar seu corpo no espaço, orientando-se por noções como em frente, atrás, no alto, embaixo, dentro, fora etc., ao se envolver em brincadeiras e atividades de diferentes naturezas.",188,(EI02CG02),1.0
189,(EI02CG03),"(EI02CG03) Explorar formas de deslocamento no espaço (pular, saltar, dançar), combinando movimentos e seguindo orientações.",189,(EI02CG03),0.99999994
190,(EI02CG04),(EI02CG04) Demonstrar progressiva independência no cuidado do seu corpo.,190,(EI02CG04),1.0
191,(EI02CG05),"(EI02CG05) Desenvolver progressivamente as habilidades manuais, adquirindo controle para desenhar, pintar, rasgar, folhear, entre outros",191,(EI02CG05),1.0000001
192,(EI02EF01),"(EI02EF01) Dialogar com crianças e adultos, expressando seus desejos, necessidades, sentimentos e opiniões.",192,(EI02EF01),1.0000001
193,(EI02EF02),(EI02EF02) Identificar e criar diferentes sons e reconhecer rimas e aliterações em cantigas de roda e textos poéticos.,193,(EI02EF02),1.0
194,(EI02EF03),"(EI02EF03) Demonstrar interesse e atenção ao ouvir a leitura de histórias e outros textos, diferenciando escrita de ilustrações, e acompanhando, com orientação do adulto-leitor, a direção da leitura (de cima para baixo, da esquerda para a direita).",194,(EI02EF03),0.99999994
195,(EI02EF04),"(EI02EF04) Formular e responder perguntas sobre fatos da história narrada, identificando cenários, personagens e principais acontecimentos.",195,(EI02EF04),1.0000001
196,(EI02EF05),"(EI02EF05) Relatar experiências e fatos acontecidos, histórias ouvidas, filmes ou peças teatrais assistidos, etc.",196,(EI02EF05),0.9999999
197,(EI02EF06),"(EI02EF06) Criar e contar histórias oralmente, com base em imagens ou temas sugeridos.",197,(EI02EF06),1.0
198,(EI02EF07),"(EI02EF07) Manusear diferentes portadores textuais, demonstrando reconhecer seus usos sociais.",198,(EI02EF07),1.0
199,(EI02EF08),"(EI02EF08) Manipular textos e participar de situações de escuta para ampliar seu contato com diferentes gêneros textuais (parlendas, histórias de aventura, tirinhas, cartazes de sala, cardápios, notícias etc.).",199,(EI02EF08),1.0000002
200,(EI02EF09),"(EI02EF09) Manusear diferentes instrumentos e suportes de escrita para desenhar, traçar letras e outros sinais gráficos.",200,(EI02EF09),0.99999976
201,(EI02ET01),"(EI02ET01) Explorar e descrever semelhanças e diferenças entre as características e propriedades dos objetos (textura, massa, tamanho).",201,(EI02ET01),1.0000002
202,(EI02ET02),"(EI02ET02) Observar, relatar e descrever incidentes do cotidiano e fenômenos naturais (luz solar, vento, chuva etc.).",202,(EI02ET02),0.9999999
203,(EI02ET03),"(EI02ET03) Compartilhar, com outras crianças, situações de cuidado de plantas e animais nos espaços da instituição e fora dela.",203,(EI02ET03),1.0000001
204,(EI02ET04),"(EI02ET04) Identificar relações espaciais (dentro e fora, em cima, embaixo, acima, abaixo, entre e do lado) e temporais (antes, durante e depois).",204,(EI02ET04),1.0
205,(EI02ET06),"(EI02ET06) Utilizar conceitos básicos de tempo (agora, antes, durante, depois, ontem, hoje, amanhã, lento, rápido, depressa, devagar).",205,(EI02ET06),1.0
206,(EI02ET07),"(EI02ET07) Contar oralmente objetos, pessoas, livros etc., em contextos diversos.",206,(EI02ET07),1.0
207,(EI02ET07ME1),"(EI02ET07ME1) Participar de situações de contagem, através de canções e brincadeiras variadas.",207,(EI02ET07ME1),1.0
208,(EI02ET08),"(EI02ET08) Registrar com números a quantidade de crianças (meninas e meninos, presentes e ausentes) e a quantidade de objetos da mesma natureza (bonecas, bolas, livros etc.).",208,(EI02ET08),1.0000001
209,(EI02ET08ME1),(EI02ET08ME1) Observar situações de registro de pequenas quantidades feitas pelo adulto de forma não convencional.,209,(EI02ET08ME1),0.9999998
210,(EI02EO01),(EI02EO01) Demonstrar atitudes de cuidado e solidariedade na interação com crianças e adultos.,210,(EI02EO01),1.0
211,(EI02EO02),(EI02EO02) Demonstrar imagem positiva de si e confiança em sua capacidade para enfrentar dificuldades e desafios.,211,(EI02EO02),1.0000002
212,(EI02EO03),(EI02EO03) Compartilhar os objetos e os espaços com crianças da mesma faixa etária e adultos.,212,(EI02EO03),0.99999976
213,(EI02EO04),"(EI02EO04) Comunicar-se com os colegas e os adultos, buscando compreendê-los e fazendo-se compreender.",213,(EI02EO04),0.9999998
214,(EI02EO05),"(EI02EO05) Perceber que as pessoas têm características físicas diferentes, respeitando essas diferenças.",214,(EI02EO05),1.0000004
215,(EI02EO06),(EI02EO06) Respeitar regras básicas de convívio social nas interações e brincadeiras.,215,(EI02EO06),0.9999999
216,(EI02EO07),"(EI02EO07) Resolver conflitos nas interações e brincadeiras, com a orientação de um adulto.",216,(EI02EO07),1.0
216,(EI02EO07),"(EI02EO07) Resolver conflitos nas interações e brincadeiras, com a orientação de um adulto.",272,(EI02EO07),0.97223866
216,(EI02EO07),"(EI02EO07) Resolver conflitos nas interações e brincadeiras, com a orientação de um adulto.",273,(EI02EO07ME01),0.9545394
217,(EI02TS01),"(EI02TS01) Criar sons com materiais, objetos e instrumentos musicais, para acompanhar diversos ritmos de música.",217,(EI02TS01),1.0000002
218,(EI02TS02),"(EI02TS02) Utilizar materiais variados com possibilidades de manipulação (argila, massa de modelar), explorando cores, texturas, superfícies, planos, formas e volumes ao criar objetos tridimensionais.",218,(EI02TS02),0.99999976
219,(EI02TS03),"(EI02TS03) Utilizar diferentes fontes sonoras disponíveis no ambiente em brincadeiras cantadas, canções, músicas e melodias.",219,(EI02TS03),0.9999999
220,(EI02EF01),"(EI02EF01) Dialogar com crianças e adultos, expressando seus desejos, necessidades, sentimentos e opiniões. (1º e 2º semestres).",220,(EI02EF01),0.9999995
220,(EI02EF01),"(EI02EF01) Dialogar com crianças e adultos, expressando seus desejos, necessidades, sentimentos e opiniões. (1º e 2º semestres).",221,(EI02EF01ME01),0.9612504
220,(EI02EF01),"(EI02EF01) Dialogar com crianças e adultos, expressando seus desejos, necessidades, sentimentos e opiniões. (1º e 2º semestres).",222,(EI02EF01ME02),0.9552804
221,(EI02EF01ME01),"(EI02EF01ME01) Comunicar-se e interagir oralmente, ampliando gradualmente seu vocabulário para formular perguntas, iniciar diálogos e ter atenção para escutar o outro.",221,(EI02EF01ME01),1.0000001
221,(EI02EF01ME01),"(EI02EF01ME01) Comunicar-se e interagir oralmente, ampliando gradualmente seu vocabulário para formular perguntas, iniciar diálogos e ter atenção para escutar o outro.",220,(EI02EF01),0.9612504
222,(EI02EF01ME02),(EI02EF01ME02) Utilizar palavras e expressões de cortesia em situações habituais.,222,(EI02EF01ME02),1.0000001
222,(EI02EF01ME02),(EI02EF01ME02) Utilizar palavras e expressões de cortesia em situações habituais.,220,(EI02EF01),0.9552804
223,(EI02EF02),(EI02EF02) Identificar e criar diferentes sons e reconhecer rimas e aliterações em cantigas de roda e textos poéticos.,223,(EI02EF02),1.0000001
223,(EI02EF02),(EI02EF02) Identificar e criar diferentes sons e reconhecer rimas e aliterações em cantigas de roda e textos poéticos.,224,(EI02EF02ME01),0.9640078
224,(EI02EF02ME01),"(EI02EF02ME01) Conhecer, reproduzir oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações.",224,(EI02EF02ME01),1.0000001
224,(EI02EF02ME01),"(EI02EF02ME01) Conhecer, reproduzir oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações.",223,(EI02EF02),0.9640078
225,(EI02EF02ME02),"(EI02EF02ME02) Explorar e criar diferentes sonoridades para contar e recontar histórias, declamações, rimas, parlendas, rodas cantadas, entre outras, ampliando o vocabulário, a imaginação e a criatividade.",225,(EI02EF02ME02),1.0000004
226,(EI02EF03),"(EI02EF03) Demonstrar interesse e atenção ao ouvir a leitura de histórias e outros textos, diferenciando escrita de ilustrações, e acompanhando, com orientação do adulto-leitor, a direção da leitura (de cima para baixo, da esquerda para a direita).",226,(EI02EF03),1.0
226,(EI02EF03),"(EI02EF03) Demonstrar interesse e atenção ao ouvir a leitura de histórias e outros textos, diferenciando escrita de ilustrações, e acompanhando, com orientação do adulto-leitor, a direção da leitura (de cima para baixo, da esquerda para a direita).",227,(EI02EF03ME01),0.982761
227,(EI02EF03ME01),"(EI02EF03ME01) Ouvir a leitura de histórias e outros textos, acompanhando, com orientação do adulto leitor, a presença dos diferentes índices gráficos que compõem a obra (capa, título, autor, páginas, texto, ilustração, entre outros).",227,(EI02EF03ME01),1.0000001
227,(EI02EF03ME01),"(EI02EF03ME01) Ouvir a leitura de histórias e outros textos, acompanhando, com orientação do adulto leitor, a presença dos diferentes índices gráficos que compõem a obra (capa, título, autor, páginas, texto, ilustração, entre outros).",226,(EI02EF03),0.982761
228,(EI02EF04),"(EI02EF04) Formular e responder perguntas sobre fatos da história narrada, identificando cenários, personagens e principais acontecimentos.",228,(EI02EF04),0.99999976
