BNCC_Indice,BNCC_Codigo,BNCC_Eixo,BNCC_Objetivo,BNCC_Exemplos,Curriculo_Indice,Curriculo_Codigo,Curriculo_Eixo,Curriculo_Objetivo,Curriculo_Exemplos,Similaridade,Similaridade_Percentual,Nota_Corte_Usada,Data_Analise
11,(EI03CO11),CULTURA DIGITAL,"(EI03CO11) Adotar hábitos saudáveis de uso de artefatos computacionais, seguindo recomendações de órgãos de saúde competentes.","Computação plugada:
1) Compreender a importância do tempo de exposição à tela por meio de um óculos sem grau:
(i) Utilizar um óculos usado e sem grau;
(ii) Pedir que as crianças visualizem alguns objetos na tela do computador;
(iii) Depois que todos visualizaram, utilizar tampões de tamanhos diferentes, aumentando o grau de dificuldade
da visualização;
(iv) Quando todos visualizaram com o último tampão (o mais fechado), explicar que o grau de dificuldade
simboliza o tempo de permanência na frente da tela, de forma que quanto maior o tempo, maior a dificuldade
de visualizar nitidamente.
2) Compreender os potenciais efeitos do uso prolongado de jogos digitais. Como por exemplo:
i) Fazer um levantamento sobre os jogos que as crianças jogam;
ii) Acessar um jogo em um dispositivo ilustrando-o para as crianças;
iii) Dialogar sobre características que tornam os jogos estimulantes (visual, sons gráficos etc.);
iv) Dialogar sobre estratégias usadas para manter o usuário envolvido com o jogo o maior tempo possível
(recompensas, fases, bônus etc.);
v) Dialogar sobre a sensação que esses jogos geram nas crianças.
Computação desplugada:
1) Utilizar a mesma estratégia plugada (1), substituindo a tela do computador por um painel de fantoches.",246,(EI02ET01ME02),"ESPAÇOS, TEMPOS, QUANTIDADES, RELAÇÕES",(EI02ET01ME02) Estabelecer relações entre partes e todo.,"• Manipular objetos e brinquedos de materiais diversos, explorando suas características físicas e possibilidades: morder, chupar, produzir sons, apertar, encher, esvaziar, empilhar, afundar, flutuar, soprar, montar, construir, lançar, jogar etc. • Explorar objetos pessoais e do meio em que vive, conhecendo suas características, propriedades e função social para que possa utilizá-los de forma independente de acordo com suas necessidades. • Descrever objetos em situações de exploração ou em atividades de trios ou pequenos grupos, apontando suas características, semelhanças e diferenças. • Observar e nomear alguns atributos dos objetos que exploram. • Observar objetos produzidos em diferentes épocas e por diferentes grupos sociais a fim de perceber características dos mesmos. • Manipular objetos e brinquedos, explorando características, propriedades e possibilidades associativas (empilhar, rolar, transvasar, encaixar). • Manipular, explorar, comparar, organizar, sequenciar e ordenar diversos materiais. • Realizar agrupamentos em diferentes situações de acordo com critérios: tamanho, forma, cor, peso e comprimento, percebendo semelhanças e diferenças nos objetos. • Observar no meio natural e social as formas geométricas, percebendo diferenças e semelhanças entre os objetos no espaço, em situações diversas. • Participar de situações misturando areia e água, diversas cores de tinta e explorando elementos da natureza como terra, lama, plantas etc.",0.56691766,56.7%,55.00000000000001%,2025-09-02 15:50:02
11,(EI03CO11),CULTURA DIGITAL,"(EI03CO11) Adotar hábitos saudáveis de uso de artefatos computacionais, seguindo recomendações de órgãos de saúde competentes.","Computação plugada:
1) Compreender a importância do tempo de exposição à tela por meio de um óculos sem grau:
(i) Utilizar um óculos usado e sem grau;
(ii) Pedir que as crianças visualizem alguns objetos na tela do computador;
(iii) Depois que todos visualizaram, utilizar tampões de tamanhos diferentes, aumentando o grau de dificuldade
da visualização;
(iv) Quando todos visualizaram com o último tampão (o mais fechado), explicar que o grau de dificuldade
simboliza o tempo de permanência na frente da tela, de forma que quanto maior o tempo, maior a dificuldade
de visualizar nitidamente.
2) Compreender os potenciais efeitos do uso prolongado de jogos digitais. Como por exemplo:
i) Fazer um levantamento sobre os jogos que as crianças jogam;
ii) Acessar um jogo em um dispositivo ilustrando-o para as crianças;
iii) Dialogar sobre características que tornam os jogos estimulantes (visual, sons gráficos etc.);
iv) Dialogar sobre estratégias usadas para manter o usuário envolvido com o jogo o maior tempo possível
(recompensas, fases, bônus etc.);
v) Dialogar sobre a sensação que esses jogos geram nas crianças.
Computação desplugada:
1) Utilizar a mesma estratégia plugada (1), substituindo a tela do computador por um painel de fantoches.",43,(EI03EF09ME09),"ESCUTA, FALA, PENSAMENTOS E IMAGINAÇÃO",(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,"Vivenciar experiências que possibilitem perceber a presença da escrita em diferentes ambientes. Escrever o próprio nome (Primeiro nome), praticando a escrita espontânea em situações em que isso é necessário. Com auxílio da ficha no 1º semestre, sem auxílio da ficha ao final do 2º semestre. Reconhecer o próprio nome dentro do conjunto de nomes da turma, em situações em que isso se faça necessário. Apresentar níveis de avanço com relação às hipóteses da evolução da escrita, atingindo o nível pré-silábico no 1º semestre. Apresentar níveis de avanço com relação às hipóteses da evolução da escrita, podendo atingir o nível silábico (SVS) ao final do 2º semestre. Vivenciar jogos e brincadeiras que envolvam a escrita (forca, bingos, cruzadinhas, etc.) e utilizar materiais escritos em brincadeiras de faz de conta. Escolher palavras-chave das parlendas para fazer comparação entre as palavras: palavra maior/menor, número de letras/sílabas, quantas vezes abre a boca para falar as palavras, letra inicial/final. Participar de jogos que relacionam imagens e palavras. Brincar com a sonoridade das palavras, explorando-as e estabelecendo relações com sua representação escrita. Utilizar suportes de escrita diversos para desenhar e escrever espontaneamente (cartolina, sulfite, livros, revistinhas e outros). Registrar suas ideias utilizando desenhos, símbolos e palavras, escritas à sua maneira. Realizar tentativas de escrita com recursos variados e em diferentes suportes. Participar   coletivamente   da   leitura   e escrita de listas, bilhetes, recados, convites, cantigas,  textos,  receitas  e  outros,  tendo o(a) professor(a) como leitor e escriba. Ter contato com o alfabeto em diferentes situações: brincadeiras, jogos e outros. Em situações de escrita verbalizar suas hipóteses sobre a escrita. Participar   de   atividades   coletivas   ou individuais    que    envolvam    letra/desenho/palavra. Em roda de histórias, parlendas, quadri- nhas,   músicas, etc, identificando início e final do texto, marcando e apontando. Em rodas de manipulação de livros, roda de  histórias,  rodas  de  poesias,  parlendas, identificar localização do título nos textos e livros. Com  palavras  que  fazem  parte  do  seu repertório (parlendas, poesias. quadrinhas, músicas)  com  a  intervenção  do  professor fazer  a  análise  graficamente  as  palavras (número de letras⁄sílabas, letra inicial⁄final).  Participar  de  atividades  lúdicas  (lista, chamadas, nome de histórias, etc) usando a escrita  espontânea  para  comunicar  suas ideias e opiniões aos colegas e professores(as). Participar  m  sala  de  atividades  onde utilize letras, números e desenhos em suas representações gráficas, progressivamente. Participar  m  sala  de  atividades  onde utilize letras, números e desenhos em suas representações gráficas, progressivamente. Em sala participar de atividades (chama- da, ficha de nome, bingo de nomes, jogo da memória,etc) identificando o próprio nome e dos colegas para o reconhecimento dos mesmos em situações da rotina escolar.",0.5668938,56.7%,55.00000000000001%,2025-09-02 15:50:02
11,(EI03CO11),CULTURA DIGITAL,"(EI03CO11) Adotar hábitos saudáveis de uso de artefatos computacionais, seguindo recomendações de órgãos de saúde competentes.","Computação plugada:
1) Compreender a importância do tempo de exposição à tela por meio de um óculos sem grau:
(i) Utilizar um óculos usado e sem grau;
(ii) Pedir que as crianças visualizem alguns objetos na tela do computador;
(iii) Depois que todos visualizaram, utilizar tampões de tamanhos diferentes, aumentando o grau de dificuldade
da visualização;
(iv) Quando todos visualizaram com o último tampão (o mais fechado), explicar que o grau de dificuldade
simboliza o tempo de permanência na frente da tela, de forma que quanto maior o tempo, maior a dificuldade
de visualizar nitidamente.
2) Compreender os potenciais efeitos do uso prolongado de jogos digitais. Como por exemplo:
i) Fazer um levantamento sobre os jogos que as crianças jogam;
ii) Acessar um jogo em um dispositivo ilustrando-o para as crianças;
iii) Dialogar sobre características que tornam os jogos estimulantes (visual, sons gráficos etc.);
iv) Dialogar sobre estratégias usadas para manter o usuário envolvido com o jogo o maior tempo possível
(recompensas, fases, bônus etc.);
v) Dialogar sobre a sensação que esses jogos geram nas crianças.
Computação desplugada:
1) Utilizar a mesma estratégia plugada (1), substituindo a tela do computador por um painel de fantoches.",251,(EI02ET04),"ESPAÇOS, TEMPOS, QUANTIDADES, RELAÇÕES","(EI02ET04) Identificar relações espaciais (dentro e fora, em cima, embaixo, acima, abaixo, entre e do lado) e temporais (antes, durante e depois).","• Conhecer os diferentes espaços da escola por meio de explorações que promovam a identificação de relações espaciais. • Explorar o espaço escolar e do entorno, identificando a localização de seus elementos. • Realizar circuitos subindo, descendo, andando para frente e para trás, dentre outros. • Encontrar objetos ou brinquedos desejados nas situações de brincadeiras ou a partir de orientações do(a) professor(a) sobre a sua localização. • Compreender e realizar comandos do professor: dentro, fora, em cima, embaixo, ao lado, à frente, atrás, etc., identificando essas posições no espaço (usando material como caixa para entrar e sair dela, ficar à frente e atrás, etc.). • Participar de situações diversas dentro e fora da sala que envolvam as noções topológicas. • Perceber situações de relação temporal: antes, durante e depois em situações rotineiras (depois do lanche vamos escovar os dentes, durante a brincadeira vamos comer uma fruta, antes de ir ao parque precisamos arrumar a sala). • Identificar os momentos da rotina e conversar sobre os acontecimentos do dia utilizando expressões temporais como antes, durante e depois. • Conversar sobre os acontecimentos do dia fazendo uso de expressões temporais como antes, durante e depois. • Participar de momentos de exploração dos dias da semana com músicas.",0.5668185,56.7%,55.00000000000001%,2025-09-02 15:50:02
11,(EI03CO11),CULTURA DIGITAL,"(EI03CO11) Adotar hábitos saudáveis de uso de artefatos computacionais, seguindo recomendações de órgãos de saúde competentes.","Computação plugada:
1) Compreender a importância do tempo de exposição à tela por meio de um óculos sem grau:
(i) Utilizar um óculos usado e sem grau;
(ii) Pedir que as crianças visualizem alguns objetos na tela do computador;
(iii) Depois que todos visualizaram, utilizar tampões de tamanhos diferentes, aumentando o grau de dificuldade
da visualização;
(iv) Quando todos visualizaram com o último tampão (o mais fechado), explicar que o grau de dificuldade
simboliza o tempo de permanência na frente da tela, de forma que quanto maior o tempo, maior a dificuldade
de visualizar nitidamente.
2) Compreender os potenciais efeitos do uso prolongado de jogos digitais. Como por exemplo:
i) Fazer um levantamento sobre os jogos que as crianças jogam;
ii) Acessar um jogo em um dispositivo ilustrando-o para as crianças;
iii) Dialogar sobre características que tornam os jogos estimulantes (visual, sons gráficos etc.);
iv) Dialogar sobre estratégias usadas para manter o usuário envolvido com o jogo o maior tempo possível
(recompensas, fases, bônus etc.);
v) Dialogar sobre a sensação que esses jogos geram nas crianças.
Computação desplugada:
1) Utilizar a mesma estratégia plugada (1), substituindo a tela do computador por um painel de fantoches.",25,(EI03EF06ME01),"ESCUTA, FALA, PENSAMENTOS E IMAGINAÇÃO","(EI03EF06ME01) Expressar vivências a partir de pesquisas, junto à família, de histórias, relatando de forma oral ou através de desenhos.","Nomear objetos, pessoas, personagens, fotografias e gravuras para ampliar seu vocabulário. Participar de atividades onde usa a linguagem oral, a seu modo, usando expressões da linguagem da narrativa. Criar histórias e as representa graficamente (desenho) a partir de imagens ou temas sugeridos. Diferenciar desenho, letra e número em suas produções espontâneas. Expressar hipóteses a respeito da escrita de letras e números, registrando símbolos para representar ideias. Produzir escritas espontâneas, utilizando letras como marcas gráficas. Ler, a seu modo, textos literários e seus próprios registros gráficos para outras crianças.",0.56562376,56.6%,55.00000000000001%,2025-09-02 15:50:02
11,(EI03CO11),CULTURA DIGITAL,"(EI03CO11) Adotar hábitos saudáveis de uso de artefatos computacionais, seguindo recomendações de órgãos de saúde competentes.","Computação plugada:
1) Compreender a importância do tempo de exposição à tela por meio de um óculos sem grau:
(i) Utilizar um óculos usado e sem grau;
(ii) Pedir que as crianças visualizem alguns objetos na tela do computador;
(iii) Depois que todos visualizaram, utilizar tampões de tamanhos diferentes, aumentando o grau de dificuldade
da visualização;
(iv) Quando todos visualizaram com o último tampão (o mais fechado), explicar que o grau de dificuldade
simboliza o tempo de permanência na frente da tela, de forma que quanto maior o tempo, maior a dificuldade
de visualizar nitidamente.
2) Compreender os potenciais efeitos do uso prolongado de jogos digitais. Como por exemplo:
i) Fazer um levantamento sobre os jogos que as crianças jogam;
ii) Acessar um jogo em um dispositivo ilustrando-o para as crianças;
iii) Dialogar sobre características que tornam os jogos estimulantes (visual, sons gráficos etc.);
iv) Dialogar sobre estratégias usadas para manter o usuário envolvido com o jogo o maior tempo possível
(recompensas, fases, bônus etc.);
v) Dialogar sobre a sensação que esses jogos geram nas crianças.
Computação desplugada:
1) Utilizar a mesma estratégia plugada (1), substituindo a tela do computador por um painel de fantoches.",232,(EI02OE05ME01),"ESCUTA, FALA, PENSAMENTOS E IMAGINAÇÃO","(EI02OE05ME01) Participar de situações de conversas, relatando acontecimentos e situações significativas e interessando-se por escutar relatos de seus colegas.","• Expressar-se verbalmente em conversas, narrações e brincadeiras, ampliando seu vocabulário e fazendo uso de estruturas orais que aprimorem suas competências comunicativas.   • Participar de situações de conversas em grandes e pequenos grupos ou duplas, relatando suas experiências pessoais e escutando os relatos dos colegas.   • Recontar de acordo com sua faixa etária, histórias e peças teatrais identificando seus personagens e elementos, ainda que não respeitando a sequência dos fatos.   • Assistir a filmes, peças teatrais e ouvir histórias compreendendo as mensagens principais.   • Compreender o conteúdo e o propósito de diferentes mensagens em diversos contextos.   • Relatar acontecimentos vividos para outras crianças ou familiares para ampliar sua capacidade de oralidade.   • Pedir e atender pedidos, dar e ouvir recados.",0.56285655,56.3%,55.00000000000001%,2025-09-02 15:50:02
11,(EI03CO11),CULTURA DIGITAL,"(EI03CO11) Adotar hábitos saudáveis de uso de artefatos computacionais, seguindo recomendações de órgãos de saúde competentes.","Computação plugada:
1) Compreender a importância do tempo de exposição à tela por meio de um óculos sem grau:
(i) Utilizar um óculos usado e sem grau;
(ii) Pedir que as crianças visualizem alguns objetos na tela do computador;
(iii) Depois que todos visualizaram, utilizar tampões de tamanhos diferentes, aumentando o grau de dificuldade
da visualização;
(iv) Quando todos visualizaram com o último tampão (o mais fechado), explicar que o grau de dificuldade
simboliza o tempo de permanência na frente da tela, de forma que quanto maior o tempo, maior a dificuldade
de visualizar nitidamente.
2) Compreender os potenciais efeitos do uso prolongado de jogos digitais. Como por exemplo:
i) Fazer um levantamento sobre os jogos que as crianças jogam;
ii) Acessar um jogo em um dispositivo ilustrando-o para as crianças;
iii) Dialogar sobre características que tornam os jogos estimulantes (visual, sons gráficos etc.);
iv) Dialogar sobre estratégias usadas para manter o usuário envolvido com o jogo o maior tempo possível
(recompensas, fases, bônus etc.);
v) Dialogar sobre a sensação que esses jogos geram nas crianças.
Computação desplugada:
1) Utilizar a mesma estratégia plugada (1), substituindo a tela do computador por um painel de fantoches.",5,(EI03CG05),"CORPO, GESTOS E MOVIMENTOS",(EI03CG05) Coordenar suas habilidades manuais no atendimento adequado a seus interesses e necessidades em situações diversas.,"Manusear e nomear elementos do meio natural e objetos produzidos pelo homem, utilizando-os em suas produções manuais. Usar a tesoura sem ponta para recortar. Manipular objetos de diferentes tamanhos e pesos. Explorar materiais como argila, barro, massinha de modelar e outros, com variadas intenções de criação. Manipular objetos pequenos construindo brinquedos ou jogos e utilizar instrumentos como palitos, rolos e pequenas espátulas nas suas produções com cada vez maior destreza. Manusear diferentes riscadores em suportes e planos variados para perceber suas diferenças e registrar suas ideias. Vivenciar situações em que é feito o contorno do próprio corpo, nomeando suas partes e vestimentas. Participar de jogos e brincadeiras de construção utilizando elementos estruturados ou não, com o intuito de montar, empilhar, encaixar e outros. Virar páginas de livros, revistas, jornais e outros com crescente habilidade. Executar habilidades manuais utilizando recursos variados: linha, lã, canudinho, argola e outros. Realizar conquistas relacionadas às suas habilidades manuais.",0.5613773,56.1%,55.00000000000001%,2025-09-02 15:50:02
11,(EI03CO11),CULTURA DIGITAL,"(EI03CO11) Adotar hábitos saudáveis de uso de artefatos computacionais, seguindo recomendações de órgãos de saúde competentes.","Computação plugada:
1) Compreender a importância do tempo de exposição à tela por meio de um óculos sem grau:
(i) Utilizar um óculos usado e sem grau;
(ii) Pedir que as crianças visualizem alguns objetos na tela do computador;
(iii) Depois que todos visualizaram, utilizar tampões de tamanhos diferentes, aumentando o grau de dificuldade
da visualização;
(iv) Quando todos visualizaram com o último tampão (o mais fechado), explicar que o grau de dificuldade
simboliza o tempo de permanência na frente da tela, de forma que quanto maior o tempo, maior a dificuldade
de visualizar nitidamente.
2) Compreender os potenciais efeitos do uso prolongado de jogos digitais. Como por exemplo:
i) Fazer um levantamento sobre os jogos que as crianças jogam;
ii) Acessar um jogo em um dispositivo ilustrando-o para as crianças;
iii) Dialogar sobre características que tornam os jogos estimulantes (visual, sons gráficos etc.);
iv) Dialogar sobre estratégias usadas para manter o usuário envolvido com o jogo o maior tempo possível
(recompensas, fases, bônus etc.);
v) Dialogar sobre a sensação que esses jogos geram nas crianças.
Computação desplugada:
1) Utilizar a mesma estratégia plugada (1), substituindo a tela do computador por um painel de fantoches.",192,(EI02EF01),"ESCUTA, FALA, PENSAMENTO E IMAGINAÇÃO","(EI02EF01) Dialogar com crianças e adultos, expressando seus desejos, necessidades, sentimentos e opiniões.","Expressar suas ideias, sentimentos e emoções por meio de diferentes linguagens, como a dança, o desenho, a mímica, a música, a linguagem escrita ou oral. Interagir com outras crianças fazendo uso da linguagem oral e tentando se fazer entender. Reconhecer-se quando é chamado e dizer o próprio nome. Reconhecer na oralidade o próprio nome e o das pessoas com quem convive. Combinar o uso de palavras e gestos para se fazer entender. Responder sim ou não quando questionada. Participar de brincadeiras que estimulem a relação dialógica entre o(a) professor(a)/criança e criança/criança. Utilizar palavras e expressões da língua para se comunicar. Combinar palavras para se expressar. Ampliar o vocabulário utilizado para se expressar. Escutar o outro.",0.56015104,56.0%,55.00000000000001%,2025-09-02 15:50:02
11,(EI03CO11),CULTURA DIGITAL,"(EI03CO11) Adotar hábitos saudáveis de uso de artefatos computacionais, seguindo recomendações de órgãos de saúde competentes.","Computação plugada:
1) Compreender a importância do tempo de exposição à tela por meio de um óculos sem grau:
(i) Utilizar um óculos usado e sem grau;
(ii) Pedir que as crianças visualizem alguns objetos na tela do computador;
(iii) Depois que todos visualizaram, utilizar tampões de tamanhos diferentes, aumentando o grau de dificuldade
da visualização;
(iv) Quando todos visualizaram com o último tampão (o mais fechado), explicar que o grau de dificuldade
simboliza o tempo de permanência na frente da tela, de forma que quanto maior o tempo, maior a dificuldade
de visualizar nitidamente.
2) Compreender os potenciais efeitos do uso prolongado de jogos digitais. Como por exemplo:
i) Fazer um levantamento sobre os jogos que as crianças jogam;
ii) Acessar um jogo em um dispositivo ilustrando-o para as crianças;
iii) Dialogar sobre características que tornam os jogos estimulantes (visual, sons gráficos etc.);
iv) Dialogar sobre estratégias usadas para manter o usuário envolvido com o jogo o maior tempo possível
(recompensas, fases, bônus etc.);
v) Dialogar sobre a sensação que esses jogos geram nas crianças.
Computação desplugada:
1) Utilizar a mesma estratégia plugada (1), substituindo a tela do computador por um painel de fantoches.",107,(EI03EF06ME02),"ESCUTA, FALA, PENSAMENTO E IMAGINAÇÃO","(EI03EF06ME02) Produzir as próprias histórias, a partir de histórias ouvidas.","Fazer uso de expressões da linguagem da narrativa. Escutar, compreender e nomear objetos, pessoas, personagens, fotografias e gravuras para ampliar seu vocabulário. Criar histórias a partir de imagens ou temas sugeridos para desenvolver sua criatividade. Oralizar contextos e histórias a seu modo. Produzir escritas espontâneas, utilizando letras como marcas gráficas. Ler a seu modo textos literários e seus próprios registros para outras crianças. Diferenciar desenho, letra e número em suas produções espontâneas. Levantar hipótese em relação à linguagem escrita, realizando registros de palavras e/ou quantidades por meio da escrita espontânea e convencional.",0.5601244,56.0%,55.00000000000001%,2025-09-02 15:50:02
11,(EI03CO11),CULTURA DIGITAL,"(EI03CO11) Adotar hábitos saudáveis de uso de artefatos computacionais, seguindo recomendações de órgãos de saúde competentes.","Computação plugada:
1) Compreender a importância do tempo de exposição à tela por meio de um óculos sem grau:
(i) Utilizar um óculos usado e sem grau;
(ii) Pedir que as crianças visualizem alguns objetos na tela do computador;
(iii) Depois que todos visualizaram, utilizar tampões de tamanhos diferentes, aumentando o grau de dificuldade
da visualização;
(iv) Quando todos visualizaram com o último tampão (o mais fechado), explicar que o grau de dificuldade
simboliza o tempo de permanência na frente da tela, de forma que quanto maior o tempo, maior a dificuldade
de visualizar nitidamente.
2) Compreender os potenciais efeitos do uso prolongado de jogos digitais. Como por exemplo:
i) Fazer um levantamento sobre os jogos que as crianças jogam;
ii) Acessar um jogo em um dispositivo ilustrando-o para as crianças;
iii) Dialogar sobre características que tornam os jogos estimulantes (visual, sons gráficos etc.);
iv) Dialogar sobre estratégias usadas para manter o usuário envolvido com o jogo o maior tempo possível
(recompensas, fases, bônus etc.);
v) Dialogar sobre a sensação que esses jogos geram nas crianças.
Computação desplugada:
1) Utilizar a mesma estratégia plugada (1), substituindo a tela do computador por um painel de fantoches.",117,(EI03EF09ME02),"ESCUTA, FALA, PENSAMENTO E IMAGINAÇÃO",(EI03EF09ME02) Reconhecer palavras estáveis de uso frequente.,"Aceitar o desafio de confrontar suas escritas espontâneas. Conhecer e verbalizar nome próprio de pessoas que fazem parte de seu círculo social. Participar de situações que envolvam a escrita do próprio nome e de outras palavras, levantando hipóteses. Realizar o traçado das letras. Participar de jogos que relacionem imagem e palavras. Ler e escrever o próprio nome. Realizar tentativas de escrita do próprio nome e de palavras com recursos variados e em diferentes suportes. Verbalizar suas hipóteses sobre a escrita. Ter contato com o alfabeto em diferentes situações: brincadeiras, jogos e outros. Vivenciar experiências que possibilitem perceber a presença da escrita em diferentes ambientes. Vivenciar jogos e brincadeiras que envolvam a escrita (forca, bingos, cruzadinhas etc.) e utilizar materiais escritos em brincadeiras de faz de conta. Realizar leitura de imagem ou pseudoleitura de diferentes gêneros textuais, observando a orientação, alinhamento e organização da escrita da língua portuguesa (da esquerda para direita, de cima para abaixo, espaço entre as palavras). Produzir escrita espontânea de textos tendo a memória como recurso. Utilizar suportes de escrita diversos para desenhar e escrever espontaneamente (cartolina, livros, revistas e outros). Compreender a função social da escrita. Diferenciar letras de números e de outros símbolos escritos. Registrar suas ideias utilizando desenhos, símbolos e palavras. Apresentar níveis de avanço com relação às hipóteses da evolução da escrita, atingindo o nível silábico 1º SEMESTRE. Apresentar níveis de avanço com relação às hipóteses da evolução da escrita, podendo atingir o nível silábico (SA) ao final do 2º SEMESTRE. Identificar palavras que começam com a mesma letra, com a mesma sílaba; palavras que começam ou terminam com o mesmo som. Palavra grande/pequena.",0.55987614,56.0%,55.00000000000001%,2025-09-02 15:50:02
11,(EI03CO11),CULTURA DIGITAL,"(EI03CO11) Adotar hábitos saudáveis de uso de artefatos computacionais, seguindo recomendações de órgãos de saúde competentes.","Computação plugada:
1) Compreender a importância do tempo de exposição à tela por meio de um óculos sem grau:
(i) Utilizar um óculos usado e sem grau;
(ii) Pedir que as crianças visualizem alguns objetos na tela do computador;
(iii) Depois que todos visualizaram, utilizar tampões de tamanhos diferentes, aumentando o grau de dificuldade
da visualização;
(iv) Quando todos visualizaram com o último tampão (o mais fechado), explicar que o grau de dificuldade
simboliza o tempo de permanência na frente da tela, de forma que quanto maior o tempo, maior a dificuldade
de visualizar nitidamente.
2) Compreender os potenciais efeitos do uso prolongado de jogos digitais. Como por exemplo:
i) Fazer um levantamento sobre os jogos que as crianças jogam;
ii) Acessar um jogo em um dispositivo ilustrando-o para as crianças;
iii) Dialogar sobre características que tornam os jogos estimulantes (visual, sons gráficos etc.);
iv) Dialogar sobre estratégias usadas para manter o usuário envolvido com o jogo o maior tempo possível
(recompensas, fases, bônus etc.);
v) Dialogar sobre a sensação que esses jogos geram nas crianças.
Computação desplugada:
1) Utilizar a mesma estratégia plugada (1), substituindo a tela do computador por um painel de fantoches.",120,(EI03EF09ME05),"ESCUTA, FALA, PENSAMENTO E IMAGINAÇÃO","(EI03EF09ME05) Identificar, traçar e nomear todas as letras do alfabeto; estabelecendo relações entre o fonema (som) e o grafema (letra).","Aceitar o desafio de confrontar suas escritas espontâneas. Conhecer e verbalizar nome próprio de pessoas que fazem parte de seu círculo social. Participar de situações que envolvam a escrita do próprio nome e de outras palavras, levantando hipóteses. Realizar o traçado das letras. Participar de jogos que relacionem imagem e palavras. Ler e escrever o próprio nome. Realizar tentativas de escrita do próprio nome e de palavras com recursos variados e em diferentes suportes. Verbalizar suas hipóteses sobre a escrita. Ter contato com o alfabeto em diferentes situações: brincadeiras, jogos e outros. Vivenciar experiências que possibilitem perceber a presença da escrita em diferentes ambientes. Vivenciar jogos e brincadeiras que envolvam a escrita (forca, bingos, cruzadinhas etc.) e utilizar materiais escritos em brincadeiras de faz de conta. Realizar leitura de imagem ou pseudoleitura de diferentes gêneros textuais, observando a orientação, alinhamento e organização da escrita da língua portuguesa (da esquerda para direita, de cima para abaixo, espaço entre as palavras). Produzir escrita espontânea de textos tendo a memória como recurso. Utilizar suportes de escrita diversos para desenhar e escrever espontaneamente (cartolina, livros, revistas e outros). Compreender a função social da escrita. Diferenciar letras de números e de outros símbolos escritos. Registrar suas ideias utilizando desenhos, símbolos e palavras. Apresentar níveis de avanço com relação às hipóteses da evolução da escrita, atingindo o nível silábico 1º SEMESTRE. Apresentar níveis de avanço com relação às hipóteses da evolução da escrita, podendo atingir o nível silábico (SA) ao final do 2º SEMESTRE. Identificar palavras que começam com a mesma letra, com a mesma sílaba; palavras que começam ou terminam com o mesmo som. Palavra grande/pequena.",0.5594094,55.9%,55.00000000000001%,2025-09-02 15:50:02
